Date,Open,High,Low,Close,Adj Close,Volume
2021-01-25,54.500000,54.799999,50.000000,50.000000,50.000000,106300
2021-01-26,51.900002,51.900002,47.299999,48.000000,48.000000,79600
2021-01-27,47.000000,49.000000,44.490002,45.820000,45.820000,90200
2021-01-28,45.299999,53.000000,45.299999,51.099998,51.099998,65500
2021-01-29,59.900002,60.000000,52.000000,55.000000,55.000000,98300
2021-02-01,54.500000,57.500000,51.020000,52.750000,52.750000,63500
2021-02-02,55.000000,65.000000,53.009998,61.599998,61.599998,168500
2021-02-03,64.000000,68.000000,61.599998,65.599998,65.599998,143100
2021-02-04,68.000000,68.400002,62.000000,63.900002,63.900002,79000
2021-02-05,67.000000,68.000000,63.900002,64.650002,64.650002,54000
2021-02-08,70.040001,73.985001,66.900002,70.699997,70.699997,167900
2021-02-09,73.989998,76.489998,71.250000,73.510002,73.510002,192200
2021-02-10,74.000000,75.750000,62.099998,71.010002,71.010002,111700
2021-02-11,74.800003,76.400002,72.000000,75.000000,75.000000,86600
2021-02-12,76.989998,77.000000,72.000000,74.120003,74.120003,63100
2021-02-16,79.000000,82.000000,76.070000,78.150002,78.150002,106100
2021-02-17,83.000000,104.260002,81.000000,100.500000,100.500000,252500
2021-02-18,101.900002,127.989998,100.900002,118.400002,118.400002,330000
2021-02-19,121.000000,144.250000,120.000000,136.000000,136.000000,382800
2021-02-22,125.010002,144.009995,110.129997,135.899994,135.899994,290500
2021-02-23,117.980003,118.000000,87.010002,109.000000,109.000000,338100
2021-02-24,119.750000,129.000000,116.199997,120.239998,120.239998,177000
2021-02-25,130.000000,133.750000,110.120003,117.434998,117.434998,124700
2021-02-26,112.000000,115.800003,95.099998,98.099998,98.099998,235700
2021-03-01,108.000000,117.500000,99.000000,104.000000,104.000000,141300
2021-03-02,104.250000,105.699997,98.000000,98.529999,98.529999,67200
2021-03-03,101.949997,106.220001,88.000000,89.000000,89.000000,148300
2021-03-04,86.510002,88.750000,71.250000,79.000000,79.000000,223600
2021-03-05,80.010002,88.830002,67.750000,84.750000,84.750000,129500
2021-03-08,89.000000,96.000000,88.000000,95.000000,95.000000,114000
2021-03-09,105.500000,109.000000,105.000000,106.000000,106.000000,95500
2021-03-10,108.250000,114.000000,100.000000,100.000000,100.000000,88600
2021-03-11,101.029999,106.900002,97.900002,100.050003,100.050003,54000
2021-03-12,94.000000,100.900002,90.250000,100.500000,100.500000,45000
2021-03-15,100.000000,101.750000,92.750000,100.809998,100.809998,67800
2021-03-16,102.750000,102.750000,95.599998,97.500000,97.500000,39100
2021-03-17,99.989998,101.989998,93.599998,97.500000,97.500000,49700
2021-03-18,98.000000,99.900002,93.000000,93.400002,93.400002,60100
2021-03-19,97.000000,97.000000,89.000000,89.550003,89.550003,56300
2021-03-22,89.099998,89.900002,85.000000,86.000000,86.000000,54400
2021-03-23,85.900002,86.050003,78.849998,83.989998,83.989998,78100
2021-03-24,86.750000,88.400002,79.010002,79.800003,79.800003,48400
2021-03-25,78.500000,79.400002,75.000000,78.000000,78.000000,76200
2021-03-26,81.750000,87.000000,73.199997,78.000000,78.000000,81400
2021-03-29,83.489998,83.500000,80.750000,81.400002,81.400002,48500
2021-03-30,84.750000,85.000000,81.000000,84.000000,84.000000,35500
2021-03-31,82.500000,85.000000,81.099998,83.349998,83.349998,34800
2021-04-01,84.449997,84.449997,81.500000,82.690002,82.690002,35700
2021-04-05,82.000000,84.500000,82.000000,84.000000,84.000000,39000
2021-04-06,84.099998,84.900002,80.010002,81.639999,81.639999,45600
2021-04-07,81.699997,81.699997,80.250000,81.000000,81.000000,23700
2021-04-08,82.250000,83.000000,80.000000,80.000000,80.000000,25500
2021-04-09,82.000000,82.800003,80.300003,80.449997,80.449997,21400
2021-04-12,84.000000,85.000000,80.449997,84.199997,84.199997,70000
2021-04-13,87.620003,97.900002,87.500000,94.375000,94.375000,164100
2021-04-14,98.750000,99.010002,88.800003,88.800003,88.800003,107900
2021-04-15,95.250000,95.250000,89.000000,93.989998,93.989998,65400
2021-04-16,93.250000,93.250000,89.000000,90.500000,90.500000,48100
2021-04-19,86.000000,90.400002,82.500000,84.050003,84.050003,89000
2021-04-20,85.500000,88.750000,80.050003,84.900002,84.900002,67300
2021-04-21,86.900002,89.800003,82.449997,88.750000,88.750000,53900
2021-04-22,91.000000,91.000000,79.199997,80.500000,80.500000,88900
2021-04-23,79.900002,82.940002,77.029999,77.500000,77.500000,56300
2021-04-26,83.000000,83.199997,77.500000,77.500000,77.500000,56200
2021-04-27,82.000000,83.190002,79.550003,83.000000,83.000000,60800
2021-04-28,83.199997,83.199997,78.349998,79.489998,79.489998,77000
2021-04-29,80.900002,80.900002,76.199997,78.300003,78.300003,54900
2021-04-30,80.489998,81.750000,76.750000,81.000000,81.000000,25000
2021-05-03,82.730003,83.000000,77.000000,78.699997,78.699997,89600
2021-05-04,78.699997,79.050003,72.599998,75.800003,75.800003,64300
2021-05-05,74.010002,77.000000,71.050003,72.400002,72.400002,82700
2021-05-06,75.900002,75.900002,67.000000,68.599998,68.599998,89500
2021-05-07,68.050003,68.050003,61.000000,66.000000,66.000000,108300
2021-05-10,68.000000,76.500000,67.000000,70.199997,70.199997,105600
2021-05-11,69.900002,70.000000,65.099998,70.000000,70.000000,44100
2021-05-12,70.000000,70.000000,65.070000,65.160004,65.160004,37400
2021-05-13,61.500000,67.779999,60.000000,60.000000,60.000000,74800
2021-05-14,60.509998,69.949997,60.509998,66.800003,66.800003,56600
2021-05-17,64.050003,68.900002,60.500000,68.400002,68.400002,47300
2021-05-18,69.500000,70.750000,65.099998,66.500000,66.500000,41700
2021-05-19,59.990002,65.849998,56.750000,65.000000,65.000000,121200
2021-05-20,65.010002,69.750000,63.099998,66.699997,66.699997,49900
2021-05-21,67.500000,68.900002,65.000000,65.519997,65.519997,38800
2021-05-24,65.849998,72.894997,65.849998,71.849998,71.849998,48800
2021-05-25,71.989998,71.989998,69.220001,69.500000,69.500000,27200
2021-05-26,70.250000,72.849998,69.250000,71.349998,71.349998,29400
2021-05-27,70.650002,72.110001,66.500000,66.500000,66.500000,33200
2021-05-28,67.400002,68.000000,58.099998,64.500000,64.500000,50300
2021-06-01,64.750000,67.300003,60.299999,61.450001,61.450001,25900
2021-06-02,63.000000,66.000000,62.099998,62.599998,62.599998,28700
2021-06-03,66.000000,67.000000,61.900002,61.900002,61.900002,37700
2021-06-04,62.139999,62.500000,61.119999,62.500000,62.500000,16700
2021-06-07,62.590000,63.000000,60.500000,60.500000,60.500000,17400
2021-06-08,59.500000,59.525002,54.020000,54.020000,54.020000,95800
2021-06-09,56.900002,57.000000,51.750000,52.250000,52.250000,85200
2021-06-10,53.200001,53.209999,47.750000,47.900002,47.900002,90000
2021-06-11,46.900002,47.000000,41.299999,42.000000,42.000000,176200
2021-06-14,42.279999,45.000000,41.735001,42.000000,42.000000,112900
2021-06-15,42.900002,47.000000,42.250000,45.990002,45.990002,112000
2021-06-16,46.000000,46.689999,43.000000,44.099998,44.099998,54800
2021-06-17,43.900002,43.900002,40.169998,41.000000,41.000000,83900
2021-06-18,40.250000,41.900002,38.650002,38.799999,38.799999,92600
2021-06-21,37.799999,38.900002,35.750000,36.000000,36.000000,95200
2021-06-22,36.000000,36.000000,32.849998,34.000000,34.000000,118000
2021-06-23,37.349998,37.400002,34.500000,34.700001,34.700001,85200
2021-06-24,37.000000,37.000000,35.000000,36.400002,36.400002,61200
2021-06-25,36.500000,36.500000,33.700001,35.000000,35.000000,77900
2021-06-28,37.049999,38.000000,35.250000,36.849998,36.849998,47400
2021-06-29,39.750000,42.400002,38.049999,39.750000,39.750000,101000
2021-06-30,40.000000,41.980000,39.049999,39.650002,39.650002,52700
2021-07-01,40.000000,40.000000,37.250000,38.250000,38.250000,66200
2021-07-02,37.540001,38.900002,37.509998,37.709999,37.709999,29400
2021-07-06,39.750000,41.590000,38.599998,39.450001,39.450001,57800
2021-07-07,39.990002,43.099998,39.099998,42.500000,42.500000,105200
2021-07-08,42.000000,42.799999,39.500000,40.400002,40.400002,56500
2021-07-09,41.000000,42.900002,40.000000,40.000000,40.000000,54700
2021-07-12,39.610001,40.900002,37.500000,38.000000,38.000000,30600
2021-07-13,39.000000,39.000000,37.080002,37.500000,37.500000,23400
2021-07-14,37.500000,38.490002,37.500000,38.299999,38.299999,22700
2021-07-15,37.900002,38.000000,35.000000,35.000000,35.000000,72300
2021-07-16,35.500000,35.500000,34.599998,34.599998,34.599998,30600
2021-07-19,34.500000,34.599998,31.000000,32.000000,32.000000,74400
2021-07-20,30.510000,32.150002,29.100000,30.219999,30.219999,108000
2021-07-21,30.559999,37.000000,30.559999,34.000000,34.000000,100500
2021-07-22,34.150002,39.000000,34.150002,38.000000,38.000000,94900
2021-07-23,39.750000,43.029999,37.250000,39.705002,39.705002,100800
2021-07-26,44.990002,47.500000,43.000000,46.200001,46.200001,113400
2021-07-27,46.950001,47.450001,40.209999,43.000000,43.000000,62500
2021-07-28,43.500000,46.750000,43.500000,45.000000,45.000000,39700
2021-07-29,45.500000,47.750000,40.000000,41.000000,41.000000,63800
2021-07-30,42.750000,44.000000,40.020000,41.660000,41.660000,32200
2021-08-02,43.500000,44.000000,41.000000,41.049999,41.049999,38200
2021-08-03,41.900002,41.900002,38.549999,39.000000,39.000000,45800
2021-08-04,40.000000,42.779999,39.000000,39.862999,39.862999,50500
2021-08-05,40.000000,41.500000,38.950001,40.150002,40.150002,38900
2021-08-06,40.099998,41.900002,40.000000,40.549999,40.549999,45300
2021-08-09,42.570000,45.700001,42.570000,45.400002,45.400002,90200
2021-08-10,46.099998,47.000000,43.599998,46.900002,46.900002,59000
2021-08-11,47.500000,49.450001,47.299999,48.500000,48.500000,83500
2021-08-12,48.500000,48.700001,44.000000,48.000000,48.000000,70200
2021-08-13,48.689999,48.750000,47.000000,47.000000,47.000000,44400
2021-08-16,48.900002,48.900002,45.549999,46.000000,46.000000,44100
2021-08-17,46.980000,46.980000,43.450001,43.700001,43.700001,42800
2021-08-18,45.000000,48.500000,43.750000,44.500000,44.500000,59700
2021-08-19,44.400002,48.349998,44.400002,46.250000,46.250000,52600
2021-08-20,46.599998,53.000000,46.599998,48.500000,48.500000,170500
2021-08-23,50.900002,52.480000,50.000000,50.000000,50.000000,81400
2021-08-24,50.900002,52.500000,49.000000,50.000000,50.000000,77300
2021-08-25,51.000000,51.439999,49.099998,50.000000,50.000000,75300
2021-08-26,50.494999,50.500000,47.060001,47.750000,47.750000,50000
2021-08-27,47.650002,51.400002,47.599998,51.340000,51.340000,61600
2021-08-30,52.189999,52.200001,49.000000,50.500000,50.500000,58600
2021-08-31,51.000000,51.849998,49.060001,49.500000,49.500000,50400
2021-09-01,51.849998,54.000000,49.509998,52.750000,52.750000,63100
2021-09-02,54.500000,56.000000,53.500000,55.900002,55.900002,76400
2021-09-03,57.500000,64.400002,56.700001,61.000000,61.000000,170500
2021-09-07,63.750000,63.750000,57.000000,58.650002,58.650002,123900
2021-09-08,59.400002,60.900002,56.099998,57.549999,57.549999,64600
2021-09-09,58.500000,59.889999,56.150002,59.080002,59.080002,84900
2021-09-10,57.700001,58.240002,54.349998,55.000000,55.000000,87000
2021-09-13,55.750000,56.500000,49.259998,51.799999,51.799999,78600
2021-09-14,52.200001,55.000000,52.200001,54.000000,54.000000,66700
2021-09-15,56.000000,58.430000,55.930000,57.000000,57.000000,89600
2021-09-16,58.950001,58.950001,56.250000,57.820000,57.820000,74300
2021-09-17,58.000000,59.189999,54.049999,56.259998,56.259998,70500
2021-09-20,52.000000,55.000000,46.290001,47.000000,47.000000,342700
2021-09-21,49.000000,49.000000,41.860001,42.500000,42.500000,253900
2021-09-22,44.000000,46.380001,43.349998,45.130001,45.130001,113200
2021-09-23,46.900002,47.299999,46.099998,47.000000,47.000000,90200
2021-09-24,44.000000,44.450001,43.000000,44.000000,44.000000,187900
2021-09-27,45.750000,46.000000,44.000000,44.259998,44.259998,59000
2021-09-28,42.310001,45.000000,40.049999,41.389999,41.389999,110900
2021-09-29,41.509998,43.000000,38.099998,38.529999,38.529999,152400
2021-09-30,40.209999,42.040001,38.250000,41.990002,41.990002,112200
2021-10-01,43.750000,44.950001,42.759998,42.759998,42.759998,136800
2021-10-04,44.049999,44.900002,39.299999,42.000000,42.000000,156300
2021-10-05,44.500000,46.639999,42.299999,46.470001,46.470001,127700
2021-10-06,49.000000,55.900002,47.509998,50.099998,50.099998,265500
2021-10-07,49.700001,54.299999,49.700001,50.009998,50.009998,127400
2021-10-08,50.799999,53.500000,42.009998,52.049999,52.049999,303000
2021-10-11,53.200001,54.450001,52.049999,52.939999,52.939999,162200
2021-10-12,52.900002,52.900002,48.299999,48.799999,48.799999,171600
2021-10-13,49.400002,50.950001,46.099998,50.250000,50.250000,134200
2021-10-14,52.500000,53.400002,51.000000,53.299999,53.299999,204100
2021-10-15,53.349998,55.599998,53.349998,54.900002,54.900002,166200
2021-10-18,55.099998,56.799999,50.325001,52.000000,52.000000,167600
2021-10-19,50.799999,51.500000,47.500000,50.000000,50.000000,236400
2021-10-20,50.099998,52.845001,50.099998,51.200001,51.200001,233200
2021-10-21,51.250000,56.950001,51.049999,54.299999,54.299999,277000
2021-10-22,54.990002,55.980000,51.299999,53.500000,53.500000,113000
2021-10-25,54.000000,54.709999,52.119999,52.400002,52.400002,169000
2021-10-26,52.299999,52.500000,49.544998,51.400002,51.400002,211400
2021-10-27,51.299999,51.299999,48.119999,48.599998,48.599998,146700
2021-10-28,52.650002,52.650002,49.000000,50.250000,50.250000,76300
2021-10-29,51.820000,51.820000,48.000000,51.000000,51.000000,102000
2021-11-01,51.000000,51.500000,48.419998,49.700001,49.700001,75500
2021-11-02,50.000000,52.000000,49.000000,49.529999,49.529999,74200
2021-11-03,48.570000,50.340000,47.779999,50.000000,50.000000,100300
2021-11-04,49.849998,50.450001,48.209999,50.270000,50.270000,140700
2021-11-05,50.299999,51.549999,48.430000,49.900002,49.900002,103700
2021-11-08,51.099998,52.200001,50.799999,51.509998,51.509998,143900
2021-11-09,52.000000,52.520000,50.759998,51.049999,51.049999,73800
2021-11-10,50.759998,52.500000,49.000000,49.000000,49.000000,106600
2021-11-11,49.360001,50.099998,48.650002,50.000000,50.000000,80800
2021-11-12,49.119999,50.250000,48.500000,50.000000,50.000000,97000
2021-11-15,49.330002,50.880001,49.320000,49.740002,49.740002,77500
2021-11-16,47.939999,48.930000,47.000000,48.799999,48.799999,129500
2021-11-17,49.599998,49.840000,45.750000,46.310001,46.310001,133200
2021-11-18,46.040001,46.310001,42.639999,45.480000,45.480000,126900
2021-11-19,44.610001,47.349998,44.599998,47.349998,47.349998,63400
2021-11-22,47.150002,47.349998,42.200001,42.250000,42.250000,201600
2021-11-23,44.000000,44.869999,42.160000,43.200001,43.200001,128000
2021-11-24,43.240002,48.810001,42.160000,47.500000,47.500000,170700
2021-11-26,45.500000,48.500000,43.674999,47.970001,47.970001,117600
2021-11-29,48.450001,49.919998,48.049999,49.680000,49.680000,106700
2021-11-30,50.299999,50.720001,48.549999,49.900002,49.900002,102500
2021-12-01,50.700001,51.950001,48.310001,48.889999,48.889999,91100
2021-12-02,48.950001,49.049999,47.110001,48.720001,48.720001,62200
2021-12-03,48.470001,48.630001,45.000000,45.900002,45.900002,75700
2021-12-06,44.250000,45.950001,43.000000,45.490002,45.490002,106100
2021-12-07,45.820000,46.799999,44.450001,45.000000,45.000000,100900
2021-12-08,45.500000,47.799999,45.340000,47.439999,47.439999,59800
2021-12-09,47.000000,47.950001,44.049999,47.639999,47.639999,229800
2021-12-10,46.500000,46.599998,42.220001,45.500000,45.500000,195200
2021-12-13,45.490002,45.990002,41.049999,42.009998,42.009998,108200
2021-12-14,42.220001,43.889999,41.509998,43.099998,43.099998,51500
2021-12-15,43.400002,44.869999,41.150002,43.610001,43.610001,58400
2021-12-16,44.090000,44.480000,40.590000,41.430000,41.430000,75700
2021-12-17,40.009998,42.740002,39.000000,42.020000,42.020000,384000
2021-12-20,41.509998,41.509998,39.720001,40.270000,40.270000,75900
2021-12-21,41.000000,41.570000,40.700001,41.009998,41.009998,62800
2021-12-22,41.000000,41.980000,40.810001,40.950001,40.950001,109500
2021-12-23,40.939999,42.320000,40.250000,41.610001,41.610001,110200
2021-12-27,42.490002,43.599998,41.799999,43.150002,43.150002,121400
2021-12-28,42.459999,42.459999,40.090000,40.450001,40.450001,91900
2021-12-29,40.340000,40.900002,38.000000,38.480000,38.480000,189800
2021-12-30,38.099998,38.959999,37.750000,38.529999,38.529999,136300
2021-12-31,38.500000,38.810001,37.770000,38.150002,38.150002,151800
2022-01-03,40.500000,40.500000,38.200001,38.209999,38.209999,240100
2022-01-04,38.650002,40.939999,38.650002,39.299999,39.299999,71600
2022-01-05,39.799999,39.915001,38.060001,38.500000,38.500000,106300
2022-01-06,38.700001,38.799999,36.099998,36.709999,36.709999,166200
2022-01-07,36.750000,36.750000,34.410000,35.900002,35.900002,140600
2022-01-10,35.419998,35.740002,34.400002,35.639999,35.639999,142800
2022-01-11,35.889999,38.240002,35.160000,38.180000,38.180000,121800
2022-01-12,39.799999,39.950001,38.700001,39.299999,39.299999,101000
2022-01-13,39.889999,39.889999,36.700001,37.049999,37.049999,103700
2022-01-14,37.049999,37.840000,36.250000,37.500000,37.500000,68300
2022-01-18,37.619999,37.750000,36.009998,36.810001,36.810001,124500
2022-01-19,37.389999,37.669998,36.000000,36.279999,36.279999,55200
2022-01-20,37.000000,37.500000,34.919998,34.919998,34.919998,114900
2022-01-21,33.799999,33.799999,30.360001,31.000000,31.000000,234200
2022-01-24,28.760000,28.900000,26.100000,26.299999,26.299999,620800
2022-01-25,26.760000,27.850000,26.350000,27.750000,27.750000,189900
2022-01-26,29.059999,31.000000,28.309999,28.709999,28.709999,203400
2022-01-27,29.100000,29.629999,28.299999,28.920000,28.920000,78000
2022-01-28,29.600000,31.840000,29.410000,31.290001,31.290001,131500
2022-01-31,31.290001,31.830000,29.879999,31.540001,31.540001,134100
2022-02-01,32.200001,32.200001,31.070000,31.950001,31.950001,115900
2022-02-02,31.830000,31.879999,30.680000,31.000000,31.000000,229000
2022-02-03,30.049999,30.330000,29.500000,30.139999,30.139999,144500
2022-02-04,31.350000,32.820000,30.510000,32.820000,32.820000,132100
2022-02-07,33.500000,35.459999,33.110001,35.459999,35.459999,197900
2022-02-08,35.950001,36.299999,34.507999,35.209999,35.209999,146600
2022-02-09,35.220001,36.770000,35.220001,36.590000,36.590000,76200
2022-02-10,36.240002,38.130001,36.060001,36.400002,36.400002,143300
2022-02-11,36.639999,37.029999,32.299999,32.509998,32.509998,180700
2022-02-14,32.599998,34.799999,32.599998,33.200001,33.200001,54100
2022-02-15,35.500000,35.880001,34.459999,34.869999,34.869999,49700
2022-02-16,34.840000,35.314999,34.430000,35.070000,35.070000,33100
2022-02-17,34.160000,34.250000,32.250000,33.400002,33.400002,57400
2022-02-18,33.049999,33.150002,32.020000,33.000000,33.000000,49800
2022-02-22,31.879999,31.879999,30.000000,30.400000,30.400000,150600
2022-02-23,31.309999,31.309999,29.580000,30.620001,30.620001,70400
2022-02-24,29.290001,31.290001,28.299999,29.950001,29.950001,117900
2022-02-25,30.120001,30.799999,29.719999,30.690001,30.690001,50900
2022-02-28,30.500000,31.760000,30.500000,31.719999,31.719999,91500
2022-03-01,32.900002,33.590000,32.290001,32.320000,32.320000,91800
2022-03-02,32.830002,33.250000,31.580000,32.070000,32.070000,51700
2022-03-03,31.969999,32.020000,29.000000,31.150000,31.150000,67500
2022-03-04,31.059999,31.090000,29.010000,29.320000,29.320000,57800
2022-03-07,29.480000,30.160000,28.320000,28.370001,28.370001,64400
2022-03-08,27.980000,29.680000,27.709999,28.420000,28.420000,59300
2022-03-09,30.389999,30.790001,29.700001,30.139999,30.139999,43800
2022-03-10,30.150000,30.150000,28.410000,29.570000,29.570000,28400
2022-03-11,29.860001,29.950001,29.000000,29.299999,29.299999,35400
2022-03-14,29.250000,30.209999,29.150000,29.549999,29.549999,46700
2022-03-15,29.500000,30.700001,29.350000,30.400000,30.400000,45000
2022-03-16,30.990000,31.209999,29.930000,30.290001,30.290001,43100
2022-03-17,30.969999,31.180000,30.150000,30.150000,30.150000,55900
2022-03-18,30.180000,30.990000,30.049999,30.870001,30.870001,46800
2022-03-21,30.250000,31.070000,30.100000,30.879999,30.879999,75200
2022-03-22,31.350000,32.349998,31.250000,31.410000,31.410000,58900
2022-03-23,31.250000,31.950001,30.100000,30.299999,30.299999,54500
2022-03-24,30.500000,32.099998,30.180000,31.940001,31.940001,53000
2022-03-25,32.450001,33.330002,32.299999,33.139999,33.139999,124600
